onset	duration	Stim
16.042	1.017	Face
18.042	1.002	Face
20.045	1.018	Face
22.047	1.018	Face
24.047	1.002	Face
26.05	1.018	Face
28.05	1.002	Face
30.053	1.018	Face
44.165	1.017	Object
46.165	1.002	Object
48.168	1.017	Object
50.169	1.018	Object
52.171	1.018	Object
54.173	1.018	Object
56.174	1.018	Object
58.176	1.018	Object
72.271	1.017	House
74.272	1.017	House
76.274	1.018	House
78.275	1.018	House
80.277	1.018	House
82.279	1.018	House
84.28	1.018	House
86.282	1.018	House
100.376	1.017	Scrambled
102.378	1.017	Scrambled
104.38	1.018	Scrambled
106.381	1.018	Scrambled
108.383	1.018	Scrambled
110.384	1.018	Scrambled
112.386	1.018	Scrambled
114.388	1.018	Scrambled
128.499	1.018	House
130.501	1.018	House
132.502	1.017	House
134.504	1.017	House
136.505	1.018	House
138.507	1.018	House
140.509	1.018	House
142.51	1.018	House
156.605	1.018	Face
158.607	1.017	Face
160.608	1.017	Face
162.61	1.018	Face
164.611	1.018	Face
166.613	1.018	Face
168.615	1.018	Face
170.616	1.018	Face
184.711	1.017	Scrambled
186.712	1.017	Scrambled
188.714	1.018	Scrambled
190.716	1.018	Scrambled
192.717	1.018	Scrambled
194.719	1.018	Scrambled
196.72	1.018	Scrambled
198.722	1.018	Scrambled
212.833	1.018	Object
214.835	1.018	Object
216.837	1.017	Object
218.838	1.017	Object
220.84	1.018	Object
222.841	1.018	Object
224.843	1.018	Object
226.845	1.018	Object
240.956	1.018	Object
242.958	1.018	Object
244.959	1.018	Object
246.961	1.018	Object
248.962	1.017	Object
250.964	1.017	Object
252.966	1.018	Object
254.967	1.018	Object
269.062	1.018	Scrambled
271.063	1.018	Scrambled
273.065	1.018	Scrambled
275.067	1.018	Scrambled
277.068	1.017	Scrambled
279.07	1.017	Scrambled
281.072	1.018	Scrambled
283.073	1.018	Scrambled
297.184	1.018	Face
299.186	1.018	Face
301.188	1.018	Face
303.189	1.018	Face
305.191	1.018	Face
307.192	1.018	Face
309.194	1.017	Face
311.196	1.017	Face
325.307	1.018	House
327.309	1.018	House
329.31	1.018	House
331.312	1.018	House
333.313	1.018	House
335.315	1.018	House
337.317	1.018	House
339.318	1.017	House
353.413	1.018	Scrambled
355.415	1.018	Scrambled
357.416	1.018	Scrambled
359.418	1.018	Scrambled
361.419	1.018	Scrambled
363.421	1.018	Scrambled
365.423	1.018	Scrambled
367.424	1.017	Scrambled
381.536	1.018	House
383.537	1.018	House
385.539	1.018	House
387.54	1.018	House
389.542	1.018	House
391.544	1.018	House
393.545	1.018	House
395.547	1.018	House
409.658	1.018	Object
411.66	1.018	Object
413.661	1.018	Object
415.663	1.018	Object
417.665	1.018	Object
419.666	1.018	Object
421.668	1.018	Object
423.669	1.018	Object
437.781	1.017	Face
439.782	1.018	Face
441.784	1.018	Face
443.786	1.018	Face
445.787	1.018	Face
447.789	1.018	Face
449.79	1.018	Face
451.792	1.018	Face
